"","Operator Code","count"
"996","Cliff Berry Inc",1
"997","Clifford Hill Sanitation Services",1
"998","Clifton Brooks",1
"999","Clinton County Area Solid Waste Agency",2
"1000","Clinton County Solid Waste Authority",2
"1001","Clinton Lewis Construction Company",1
"1002","Cloud County",1
"1003","Clovis Recycling",1
"1004","Coastal Regional Solid Waste Management Authority",2
"1005","Cochise County",2
"1006","Coconino County",1
"1007","Coffee County",1
"1008","Coffey County",1
"1009","Coiners' Scrap Iron & Metal Inc",1
"1010","Cold Creek Compost, Inc",1
"1011","Cold Springs Processing Inc.",1
"1012","Colgate Paper Stock Co., Inc",1
"1013","Colleton County",2
"1014","Collier County",1
"1015","Collier County Solid Waste Management",1
"1016","Colorado Rolloff Services, Inc.",1
"1017","Colquitt County",1
"1018","Colt Refining, Inc.",1
"1019","Columbia County",3
"1020","Columbia County Solid Waste",1
"1021","Colusa County",1
"1022","Commercial Paving & Recycling, Co., LLC (CPRC)",2
"1023","Commercial Waste & Recycling, LLC",1
"1024","Commonwealth Environmental Systems LP",1
"1025","Community Entry Services",1
"1026","Community Recycling Center",1
"1027","Community Recycling Center of Morehead",1
"1028","Community Recycling Services",1
"1029","Community Waste Disposal L.P.",1
"1030","Community Waste Solutions",2
"1031","Con-Strux LLC",1
"1032","Connecticut Waste Processing Materials, LLC",2
"1033","Connelly Recycling",1
"1034","Conshohocken Rail LLC",1
"1035","Consolidated Environmental Services",1
"1036","Consolidated Landfill Ltd",1
"1037","Consolidated Waste Industries",1
"1038","Construction Demolition Recycling, Inc",1
"1039","Construction Waste",1
"1040","Construction Waste Recycling (iCan)",1
"1041","Contractors Market",1
"1042","Cook County",1
"1043","Cook County Recycling Center",1
"1044","Cooper Tank & Welding Corporation",1
"1045","Cooper Tank Transfer Station",1
"1046","Coos County",1
"1047","Cortland County",2
"1048","Cottonwood County",1
"1049","Cougle's Recycling, Inc.",1
"1050","County Waste, LLC",2
"1051","Coweta County",1
"1052","Cowley County",1
"1053","Cowlitz County",1
"1054","Craig County",1
"1055","Craighead County Solid Waste Disposal Authority",2
"1056","Craven County",1
"1057","Crawford County",2
"1058","Crawford County Recycling Center",1
"1059","Crisp County Solid Waste Management Authority",1
"1060","Crook County",1
"1061","Cross County Recycling, Inc.",1
"1062","Crow Wing County",1
"1063","Crown Container Corp.",1
"1064","Crown Sanitation, Inc.",1
"1065","Cullman Environmental, Inc.",1
"1066","Culpeper County",1
"1067","Cumbaa Enterprises Inc",1
"1068","Cumberland County",2
"1069","Cumberland County Improvement Authority",1
"1070","Cumberland Plateau Regional Waste Management Authority",1
"1071","Currituck County",1
"1072","Custer County",2
"1073","Cycle Chem, Inc.",1
"1074","Cycle Systems Inc",1
"1075","D & J Enterprises, Inc.",1
"1076","D & S Waste Removal Inc",1
"1077","D. H. Griffin Companies",1
"1078","DANC/Solid Waste Management Authority",1
"1079","DCRA",1
"1080","DESWA",4
"1081","DJJ",1
"1082","DK Organics",1
"1083","DM&J Waste, Inc",1
"1084","Dade County",1
"1085","Dade Recycling Center Inc",1
"1086","Dahl Disposal Service",1
"1087","Dainty Rubbish Service, Inc.",1
"1088","Dale Transfer Corp",1
"1089","Dallas County",2
"1090","Dalton Township",1
"1091","Dalton/Whitfield Regional Solid Waste Management Authority",3
"1092","Dane County",1
"1093","Daniel Finley Allen & Co Inc",1
"1094","Daniels County",1
"1095","Dare County",1
"1096","Darlington County",1
"1097","Davidson County",1
"1098","Daviess County",2
"1099","Daviess County Solid Waste Management District",1
"1100","Davis Sanitation",1
"1101","Dawson County",1
"1102","De Baca County",1
"1103","De Queen Recycling",1
"1104","DeCostole Carting Inc",1
"1105","DeKalb County",1
"1106","DeSoto Parish Police Jury",1
"1107","Decatur County",2
"1108","Defiance County",1
"1109","Dekalb County",2
"1110","Del Norte Solid Waste Management Authority",2
"1111","Delaware County",2
"1112","Delaware County Solid Waste Authority",1
"1113","Delaware Valley Recycling, Inc.",1
"1114","Deleon Landfill",1
"1115","Delta County",2
"1116","Dem-Con Companies",1
"1117","Denali Borough",2
"1118","Dependable Sanitation Inc.",2
"1119","Dept. of Public Works-Div. of SW Management",1
"1120","Des Moines County Regional Solid Waste Commission (RSWC)",1
"1121","Deschutes County",2
"1122","Desha County",1
"1123","Desoto County Environmental Services",1
"1124","Detail Carting",1
"1125","Devens Recycling Center LLC.",1
"1126","Diamond K Waste Inc.",1
"1127","Dickenson County",1
"1128","Dickson County",2
"1129","Dillon County",1
"1130","Dinwiddie County",1
"1131","Direct Disposal C&D Recycling",1
"1132","District 7",1
"1133","Dittmer Recycling Inc",1
"1134","Diversified Services Recycling",1
"1135","Dodge County",1
"1136","Dolores County",1
"1137","Don G. Averill Recycling, Inc.",1
"1138","Don's General Services",1
"1139","Dorchester County",2
"1140","Dougherty County",1
"1141","Douglas County",2
"1142","Douglas Disposal Inc",1
"1143","Dover-Foxcroft Regional SW & Recycling Facility",1
"1144","Dower House Road Recycling & Processing",1
"1145","Downum's Waste Services, Inc.",1
"1146","Drummond Sanitary District",1
"1147","Dubuque Metropolitan Area Solid Waste Agency",1
"1148","Duchesne County",1
"1149","Dunn Construction LLC",1
"1150","Dunn County",1
"1151","Duplin County Transfer Station",1
"1152","Duquesene Energy, Inc.",1
"1153","Durante Brothers Construction Corp.",1
"1154","Duseau Trucking",1
"1155","Dutchess County Resource Recovery Agency",2
"1156","Duval County",1
"1157","E. L. Harvey & Sons, Inc.",2
"1158","EC Waste",1
"1159","ECM of Ridgely",1
"1160","ECO-C",1
"1161","ECP",1
"1162","EFI Recycling",1
"1163","EJE Recycling & Disposal",1
"1164","ELHAR",1
"1165","EMCO Waste Services",1
"1166","EMR Inc",1
"1167","EPS",1
"1168","ESI",6
"1169","Eagle County",2
"1170","Eagle Enterprises Recycling Inc.",1
"1171","Eagle Management Services, Inc",1
"1172","Eagle Waste and Recycling Inc.",2
"1173","Earth First Aid Curbside Recycling, Inc.",1
"1174","Earth Waste & Metal",2
"1175","East Central Solid Waste Commission",2
"1176","East Coast Recycling, Inc. (ECR)",1
"1177","East Penn Sanitation Inc",1
"1178","East Stockton Transfer & Recycling",1
"1179","Eastern Concrete Materials",1
"1180","Eastern Montana Industries",1
"1181","Eaton-Moery Environmental Services Inc",1
"1182","Eco-Tech, LLC",1
"1183","EcoMaine",1
"1184","Ecology Action of Texas",1
"1185","Ecospace Business Park, Inc",1
"1186","Eddy County",1
"1187","Eden Valley Solid Waste District",1
"1188","Edgecombe County",1
"1189","Edgefield County",1
"1190","Edwards County",1
"1191","Effingham County",1
"1192","El Paso C&D Recycling",1
"1193","Elbert County",1
"1194","Eldredge Inc",1
"1195","Electronic Salvage Industries, LLC",1
"1196","Elkhart County",1
"1197","Elliott Construction Company",1
"1198","Ellis County",2
"1199","Ellis Recycling Co",1
"1200","Emadco Disposal Service",1
"1201","Emanuel County",1
"1202","Emery County",1
"1203","Emil Norsic & Son, Inc.",1
"1204","Emmet County",1
"1205","Emmet County Council of Governments",1
"1206","Emterra Environmental USA",1
"1207","Enviro-Express Inc",2
"1208","Environmental Alternatives, Inc.",1
"1209","Environmental Concerns Organization, Inc. (ECO)",1
"1210","Environmental Land Services",1
"1211","Environmental Operators, LLC",1
"1212","Environmental Options, Inc.",1
"1213","Environmental Transfer Systems Inc",1
"1214","Erie County",1
"1215","Escalante City",1
"1216","Escambia County Solid Waste Management",2
"1217","Essex County & Town of Tappahannock",1
"1218","Estancia Valley Solid Waste Authority",2
"1219","Eureka Recycling",1
"1220","Evans County",1
"1221","Evans Recycling Inc.",1
"1222","Evergreen Disposal Service Inc",1
"1223","Evergreen Recycling",1
"1224","Excell Disposal",1
"1225","Exceptional Foresters Inc",1
"1226","FCC Environmental, LLC",1
"1227","Faherty Inc",1
"1228","Fairbanks North Star Borough",1
"1229","Fairfax County",2
"1230","Fallon County",1
"1231","Far West Fibers, Inc.",1
"1232","Fauquier County",1
"1233","Fay Portable Buildings, Inc.",1
"1234","Fayette County",2
"1235","Fayette County Commission",1
"1236","Faztec Industries",1
"1237","Fentress County",1
"1238","Ferry County",1
"1239","Fillmore County",1
"1240","Finne Brothers Refuse Systems, Inc",1
"1241","First Piedmont Corporation",3
"1242","First Star Fibers",1
"1243","First Step Recycling",1
"1244","Fishers Island Waste Management",1
"1245","Five Star Carting, Inc.",3
"1246","Flathead County",1
"1247","Florence Recycling & Disposal",1
"1248","Florida Concrete Recycling, Inc.",1
"1249","Florida Department of Corrections",1
"1250","Florida Fibre Recycling",1
"1251","Floyd County",2
"1252","Floyd-Mitchell-Chickasaw Solid Waste Mgmt Agency",1
"1253","Fluvanna County",1
"1254","Fontana Recycling Center",1
"1255","Ford County",1
"1256","Formica Construction, Inc.",1
"1257","Forsyth County",1
"1258","Fort Clark Springs Association",2
"1259","Four Corners Recycling",1
"1260","Franklin County",2
"1261","Franklin County Solid Waste Management Authority",2
"1262","Franklin County Solid Waste Management District",1
"1263","Frederick County",1
"1264","Freehold Cartage Inc",1
"1265","Freeway Transfer, Inc.",1
"1266","Fremont County",2
"1267","Fremont County Solid Waste District",2
"1268","Fremont Recycling & Transfer Station",1
"1269","Fresno County",1
"1270","Friedman Recycling Company",1
"1271","Friends Recycling, LLC",1
"1272","Fruitland Township",1
"1273","Fruitridge Road Land Company",1
"1274","Full Circle Recycling",1
"1275","Fulton County",3
"1276","Fultz and Son Hauling Inc",1
"1277","G M Transfer Inc",1
"1278","G. Mello Disposal Corp.",1
"1279","GEL Corporation",1
"1280","GEL Recycling",1
"1281","GFL",8
"1282","GRNGR",4
"1283","GT Trash Services Inc",2
"1284","GVG Sanitation",1
"1285","Gadsden County",1
"1286","Gaeta Interior Demolition, Inc.",1
"1287","Gaeta Recycling Co., Inc",1
"1288","Galaxy Recycling",1
"1289","Gallatin County",2
"1290","Gallia-Jackson-Meigs-Vinton Recycling Center",1
"1291","Gambi Disposal Inc",1
"1292","Garden Isle Disposal",1
"1293","Gardena Recycling Center, Inc.",1
"1294","Garfield County",1
"1295","Garland County",1
"1296","Garner State Park",1
"1297","Garner Tire Company MRF",1
"1298","Garrett County",1
"1299","Garrison Disposal Company",1
"1300","Gary's Service",1
"1301","Gaston County",1
"1302","Gateway Recycling and Waste Reduction Inc",1
"1303","Gem County",1
"1304","Genesee Waste Services Inc.",1
"1305","Genesis Ventures",1
"1306","Genessee County ARC",1
"1307","GeoSource",1
"1308","Georgetown County",1
"1309","Gerlach General Improvement District (GGID)",1
"1310","Gershow Recycling Corp.",1
"1311","Get Rid of It By Recycling Inc",1
"1312","Gila County",1
"1313","Gilchrist County",1
"1314","Giles County Public Service Authority",1
"1315","Gilmer County",1
"1316","Gilpin County",1
"1317","Gilton Resource Recovery Facility, Inc.",1
"1318","Giordano Recycling Corp.",1
"1319","Glades County",1
"1320","Glasscock County",1
"1321","Glenn County",1
"1322","Global Container Terminals Inc.",1
"1323","Gloucester County Improvement Authority",1
"1324","Gogebic Range Solid Waste Management Authority",1
"1325","Going Garbage & Recycling Inc.",1
"1326","Gold Coast Recycling Inc",1
"1327","Golden Triangle Regional SWMA",1
"1328","Golden Valley Environmental LLC",1
"1329","Goldthwaite Sanitary Landfill",1
"1330","Goochland County",1
"1331","Goodwill Industries",1
"1332","Goodwin Septic Services",1
"1333","Gove County",1
"1334","Graham County",2
"1335","Grand Central Recycling & Transfer Station, Inc.",1
"1336","Grand County",1
"1337","Granite County Solid Waste District",1
"1338","Granite Solid Waste Disposal, Inc.",1
"1339","Grant County",3
"1340","Grant Parish Police Jury",1
"1341","Granville County",1
"1342","Gray County",1
"1343","Great American Disposal Inc",3
"1344","Great Gardens, LLC",1
"1345","Great River Regional Waste Authority (GRRWA)",3
"1346","Greater Lebanon Refuse Authority",1
"1347","Greater New Bedford Regional Refuse Mgmt District",1
"1348","Greeley County",1
"1349","Green Arc Inc.",1
"1350","Green County",1
"1351","Green Day Waste & Recycling",1
"1352","Green Earth L.L.C.",1
"1353","Green Group Holdings, LLC",2
"1354","Green Machine Shingle Recycling, LLC",1
"1355","Green Recycling Solutions",1
"1356","Green Sky Industries",1
"1357","Green Stream Recycling",1
"1358","Green Waste of Tehama",1
"1359","Green-del Sanitation & Recycling",1
"1360","GreenWay Recycling Services, LLC",1
"1361","Greenbrier County",2
"1362","Greenburgh Township",1
"1363","Greene County",3
"1364","Greenlee County",2
"1365","Greensville County",1
"1366","Greentree Solid Waste Authority",1
"1367","Greenville County",2
"1368","Greenwaste Recovery Inc",1
"1369","Greenway Recycling",1
"1370","Greenwood County",2
"1371","Gregory County",1
"1372","Grenelefe Recyclers, Inc.",1
"1373","Griffin Brothers Companies",1
"1374","Grover's Stump Dump",1
"1375","Grundy County",1
"1376","Gunnison County",1
"1377","Guthrie County",1
"1378","H & H Recycling",1
"1379","H.A.M. Sanitary Landfill, Inc.",1
"1380","Habersham County",1
"1381","Haig Point SW TS",1
"1382","Hainesport Industrial Railroad, LLC.",1
"1383","Halifax County",1
"1384","Hall County",2
"1385","Hamilton County",2
"1386","Hamm Waste Services",4
"1387","Hancock County",2
"1388","Handle Safe Systems LLC",1
"1389","Hanover County",1
"1390","Hansen Sanitation",1
"1391","Haralson County",1
"1392","Hardee County",1
"1393","Hardeman County",1
"1394","Hardin County",1
"1395","Harford County",1
"1396","Harley Hollan Companies",1
"1397","Harnett County",2
"1398","Harney County",1
"1399","Harper County",2
"1400","Harris Containers",1
"1401","Harris County",1
"1402","Harris Road LLC",1
"1403","Harris Transfer & Disposal Inc",1
"1404","Harrison County Landfill Commission",2
"1405","Hart County",1
"1406","Harter's Trash & Recycling, Inc",1
"1407","Hartford Landfill MDC",1
"1408","Hartley County",1
"1409","Harvey County",2
"1410","Haskell County",1
"1411","Hawaii County",2
"1412","Hays County",1
"1413","Haywood County",3
"1414","Henderson County",2
"1415","Henrico County",1
"1416","Henry County",1
"1417","Henson Disposal",2
"1418","Henson Transfer Station",1
"1419","Herb Holden Trucking Inc",1
"1420","Heritage Environmental Services",2
"1421","Hernando County",2
"1422","Hertford County",1
"1423","Hi-Tech Resource Recovery",1
"1424","Hiawatha Shores",1
"1425","Hickman County",1
"1426","Hidalgo County",2
"1427","Hiep Sanitation",1
"1428","High Country Joint Powers Board LF",1
"1429","High Plains Recyclers",1
"1430","Highland County",1
"1431","Highlands county",1
"1432","Hill County",1
"1433","Hill Sand Company Inc",1
"1434","Hillsborough County",1
"1435","Hilltopper Refuse & Recycling Service, Inc.",1
"1436","Hinkle Holding Company, LLC",1
"1437","Hinsdale County",1
"1438","Hodgdon Brothers & Sons Inc",1
"1439","Hodgeman County",1
"1440","Hoffman Construction Co Inc",1
"1441","Hoke County",1
"1442","Holdorff's Recycling Ctr",1
"1443","Holton Township",1
"1444","Homewood Disposal",2
"1445","Honolulu Recovery Systems",1
"1446","Hoosier Pallet Recycling Inc",1
"1447","Hopkinsville Solid Waste Authority",1
"1448","Horry County Solid Waste Authority",2
"1449","Houghton County",1
"1450","Houston County",2
"1451","Howard County",1
"1452","Howard Disposal",1
"1453","Howie's Recycling, Inc.",1
"1454","Hubbard Brothers, Inc.",1
"1455","Hubbard County",3
"1456","Hudspeth County",1
"1457","Huerfano County",1
"1458","Hull-Daisetta Landfill",1
"1459","Humbert Refuse & Recycling",1
"1460","Humboldt County",1
"1461","Humboldt Sanitation Co Inc",1
"1462","Humboldt Waste Management Authority",1
"1463","Humpf Sanitation & Trucking",1
"1464","Huntsville Solid Waste Disposal Authority",1
"1465","Huron County",1
"1466","Hutchinson County",1
"1467","ICS Waste and Recycling",1
"1468","IMS Recycling Services, Inc.",1
"1469","INC Environmental Recycling",1
"1470","IP",1
"1471","Idaho Waste Systems Inc",1
"1472","Ideal Refuse Removal",1
"1473","Ideal Township",1
"1474","Imperial County",1
"1475","Importico's Inc.",1
"1476","Independent Recycling Services, Inc.",1
"1477","Indiana Shingle Recycling",1
"1478","Indiana State University",1
"1479","Indiana Waste Service",1
"1480","Industrial R & R of Hanover Inc",1
"1481","Industrial Water Service, Inc.",1
"1482","Ingrum Waste Disposal",1
"1483","Inland Waste Solutions",1
"1484","Inner Plant Systems, Inc",1
"1485","InterMountain Disposal, Inc.",1
"1486","International Paper",1
"1487","Interstate Disposal",1
"1488","Interwest Paper, Inc.",1
"1489","Inyo County Integrated Waste Management",2
"1490","Iowa Waste Systems, Inc.",2
"1491","Iredell County",2
"1492","Iron County",1
"1493","Isabella County Recycling Center",1
"1494","Island County",2
"1495","Island Demo",1
"1496","Island Recycling",1
"1497","Islip Resource Recovery Agency",1
"1498","Itasca County",1
"1499","J & J Recycling",1
"1500","J & J Recycling and Mudek Trucking",1
"1501","J & J Refuse Services Inc",1
"1502","J Bruno & Sons Inc",1
"1503","J D Recycling Inc",1
"1504","J D Refuse Service",1
"1505","J Fons Company Inc",1
"1506","J&A Waste Corporation",1
"1507","J. Manzo Recycling Co., LLC",1
"1508","J. Pyskaty Disposal, Inc.",1
"1509","J. Schwartz Motor Transportation",1
"1510","J. Vinch & Sons, Inc.",1
"1511","J.C. Fibers Rochester, Inc.",1
"1512","JFC Engineers",1
"1513","JKS Ventures, Inc.",1
"1514","JMW Companies",1
"1515","JPMAS",4
"1516","JaSar Recycling, Inc.",1
"1517","Jackpot Transfer Station",1
"1518","Jackson Community Recycling",1
"1519","Jackson County",3
"1520","Jackson Fibers",1
"1521","Jackson Parish Police Jury",1
"1522","Jackson Township",1
"1523","James G. Grant Company",1
"1524","James Wolfe Contracting Inc",1
"1525","Jamson Environmental",1
"1526","Jasper County",1
"1527","Jax Recycling Inc",1
"1528","Jefferson County",3
"1529","Jefferson County Solid Waste Authority",1
"1530","Jefferson Davis County",1
"1531","Jefferson Parish",1
"1532","Jeffrey A. Simpson, Inc.",1
"1533","Jendro Sanitation Services, Inc.",1
"1534","Jenkins County",1
"1535","Jet Paper Stock Corp.",1
"1536","Jewell County",1
"1537","Jim Hogg County",2
"1538","Jo-com Trucking, Inc.",1
"1539","John Danna & Sons Inc",1
"1540","John L Hardin",1
"1541","John Rock & Co., Inc.",1
"1542","John Savoy Enterprises",1
"1543","John's Disposal",1
"1544","Johnny on the Spot",1
"1545","Johnson County",3
"1546","Johnston County",1
"1547","Jones County",1
"1548","Joseph J. Brunner, Inc.",2
"1549","Journey, Ltd.",1
"1550","Juab Rural Development Agency",1
"1551","Juneau County",1
"1552","Junoll Services",1
"1553","Justus Recycling Corp",1
"1554","K & W Materials & Recycling LLC",1
"1555","K B Parts Inc",1
"1556","K.C. Development Inc",1
"1557","KaMaR Recycling",1
"1558","Kaho Co",1
"1559","Kahut Waste Services, LLC",1
"1560","Kalix",1
"1561","Kanawha County Solid Waste Authority",1
"1562","Kandiyohi County",2
"1563","Kane County",1
"1564","Karl Frederick rudolph TS",1
"1565","Kearny County",1
"1566","Keep North Fulton Beautiful, Inc.",1
"1567","Kenai Peninsula Borough",1
"1568","Kendallville Iron & Metal Inc.",1
"1569","Kent County",3
"1570","Kern County",2
"1571","Ketterling Services, Inc.",1
"1572","Kewaunee County",1
"1573","Key West Transfer Station",1
"1574","Keystone Sanitary Landfill Inc",1
"1575","Kid's Waterfront Corp.",1
"1576","Kieffer Sanitation",1
"1577","Kilbarger Construction Inc",2
"1578","Kimble Companies",2
"1579","Kimble Transfer and Recycling",1
"1580","King Brothers Trucking",1
"1581","King County",2
"1582","Kingdom Projects Inc",1
"1583","Kingfisher County Transfer Station",1
"1584","Kings Waste and Recycling Authority",1
"1585","Kiowa County",1
"1586","Kirkwood Meadows PUD",1
"1587","Kit Carson County",2
"1588","Kitsap County",1
"1589","Kittitas County",2
"1590","Klamath County",3
"1591","Klickitat County",1
"1592","Knox County",2
"1593","Koochiching County",1
"1594","Kootenai County",2
"1595","Kossuth Waste Management Association",1
"1596","Krakow Township",1
"1597","L & J Waste Recycling",1
"1598","L P Gill Inc",1
"1599","L. L. Huff Company Inc",1
"1600","LCM Corporation",1
"1601","LFF Recycling Inc.",1
"1602","LJP Enterprises, Inc.",1
"1603","LT Disposal Inc & Centerpoint Transfer Station",1
"1604","La Crosse County",1
"1605","LaMela Sanitation",1
"1606","Lackawanna County",1
"1607","Lafayette County",1
"1608","Lake Area Disposal Service Inc.",1
"1609","Lake County",3
"1610","Lake of the Woods County",2
"1611","Lakestate Industries, Inc.",1
"1612","Lamar County Regional Solid Waste Authority",1
"1613","Lamoille Regional Solid Waste Management District",1
"1614","Lancaster County Solid Waste Management Authority",2
"1615","Land & Lakes Company",2
"1616","Lander County",1
"1617","Landfill LLC",1
"1618","Landfill Reduction & Recycling",2
"1619","Landfill of North Iowa SW Agency",1
"1620","Landfills, Inc.",1
"1621","Lane County",2
"1622","Lang EnviroVentures",1
"1623","Laramie County",1
"1624","Larimer County",2
"1625","Larrys Topcat",1
"1626","Lassen Regional Solid Waste Authority",2
"1627","Latah Sanitation, Inc.",2
"1628","Lauderdale County",1
"1629","Laurens County",1
"1630","Lawrence County Rubbish Site",1
"1631","Lawrence County Solid Waste Management District",1
"1632","Le Flore County Solid Waste",1
"1633","Lea County Solid Waste Authority",1
"1634","Leach's Custom Trash Service",1
"1635","Leake County",1
"1636","Lee County",1
"1637","Lehman Township",1
"1638","Lemcor, Inc.",1
"1639","Lemhi County",1
"1640","Lenoir County",1
"1641","Lenox Valley Waste Transfer Facility",1
"1642","Leon County",1
"1643","Leslie County",1
"1644","Letcher County",1
"1645","Levelland Recycling Center & Landfill",2
"1646","Levy County",1
"1647","Lewis & Clark County",1
"1648","Lewis County",2
"1649","Lewsitown Disposal",2
"1650","Lexington Area Solid Waste Agency",2
"1651","Lexington County",2
"1652","Lexington-Fayette Urban County Government",2
"1653","Liberty Ashes, Inc.",1
"1654","Liberty County",1
"1655","Liberty County Solid Waste Authority",1
"1656","Liberty Environmentalists, Inc.",1
"1657","Liberty Roll-Offs & Recycling, LLC",1
"1658","Lincoln County",3
"1659","Lincoln County Recycling Plant",1
"1660","Lincoln Recycling of New Jersey",1
"1661","Lincoln True Count Redemption",1
"1662","Link Environmental",1
"1663","Linn County",1
"1664","Liotta & Sons, Inc.",1
"1665","Lisbon Falls Redemption Ctr",1
"1666","Little River County",1
"1667","Livingston & Co",1
"1668","Llano Recycling Opportunities",1
"1669","Lloyd's Loads, L.L.C.",1
"1670","Local Waste Services Inc",1
"1671","Lockport Recycling",1
"1672","Logan County",1
"1673","Logan County Solid Waste Management District",1
"1674","Lonoke County",1
"1675","Lopez Solid Waste Disposal District (LSWDD)",1
"1676","Los Alamos County",2
"1677","Los Angeles County Department of Public Works",1
"1678","Los Angeles County Sanitation Districts",3
"1679","Los Angeles de la Ca±ada Landfill",1
"1680","Loudoun County",1
"1681","Louisa County Conservation Board",1
"1682","Loup Central Landfill Association",1
"1683","Love's Transfer Station LLC",1
"1684","Lowndes County",1
"1685","Lucas County Solid Waste Management District",1
"1686","Lundell Manufacturing Company",1
"1687","Lycoming County Resource Management Services",3
"1688","Lydel Asphalt",1
"1689","Lyon County",1
"1690","M&M Trucking",1
"1691","MB Bark LLC",1
"1692","MIC",25
"1693","MOASWM Authority Resource Recovery",1
"1694","MOD",4
"1695","MRDN",2
"1696","MXI Environmental Services",1
"1697","Macon County",2
"1698","Macon-Bibb Solid Waste Department",1
"1699","Madison County",3
"1700","Madison Materials",1
"1701","Magalloway Plantation TS",1
"1702","Maggio Environmental Services",2
"1703","Maharg's Trash Service",1
"1704","Mahaska County",1
"1705","Mahopac Septic",1
"1706","Main Post Landfill",1
"1707","Malheur County",2
"1708","Mall of America Co.",1
"1709","Malta Class II Landfill",1
"1710","Manatee County",1
"1711","Manistique/Slining Company",1
"1712","Manley's Recycling Center",1
"1713","Mannkota Recycling",1
"1714","MarBorg Industries",1
"1715","Marathon County",1
"1716","Maricopa County",1
"1717","Marine Rigging Ltd., Inc.",1
"1718","Marinette County",1
"1719","Marion County",3
"1720","Marion County Landfill",1
"1721","Marion County PRC 3",1
"1722","Marion County Solid Waste Department",1
"1723","Marion Township",1
"1724","Mariposa County",2
"1725","Mark Robinson Hauling LLC",1
"1726","Mark Wright Construction & Disposal",1
"1727","Mark Wright Disposal",1
"1728","Marmon Trucking & Sanitation Inc,",1
"1729","Marpan Recycling",1
"1730","Marquette County Solid Waste Management Authority",2
"1731","Marshall & Kittson County",1
"1732","Marshall County",1
"1733","Marshall County Solid Waste Management Commission",1
"1734","Martin County",1
"1735","Maryland Environmental Service",3
"1736","Mason City Recycling Center",1
"1737","Mason County",2
"1738","Master Fibers, Inc",1
"1739","Master Recycling, Inc.",1
"1740","Matagorda County",1
"1741","Matanuska-Susitna Borough",2
"1742","Matejka Recycling",1
"1743","Material Recovery and Transfer LLC",1
"1744","Mathiowetz Construction Company, Inc.",1
"1745","Mattera Enterprises Recycling",1
"1746","Mattituck Environmental Services",1
"1747","Maui County",3
"1748","Maury County",1
"1749","Maverick County Landfill",1
"1750","Mayfield Carting Service",1
"1751","Mazza & Sons Inc",1
"1752","McCurtain County",2
"1753","McDowell County",1
"1754","McDuffie County",1
"1755","McGregor Transfer Station",1
"1756","McIntosh County",1
"1757","McKenzie County",1
"1758","McKenzie Recycling, Inc.",1
"1759","McMinn County",1
"1760","McMullen County",1
"1761","McPherson Area Solid Waste Utility",2
"1762","McVicker Excavating Inc.",1
"1763","Mckinley Fiber Company",1
"1764","Mcleod County",1
"1765","Mecklenburg County",2
"1766","Medina County",1
"1767","Medina Recycling, Inc.",1
"1768","Meeker County",1
"1769","Meigs County",1
"1770","Melrose Homeowner's Association",1
"1771","Melrose Township",1
"1772","Memphis Recycling Services",1
"1773","Mendocino Solid Waste Management Authority",1
"1774","Merced County",1
"1775","Mercer County",2
"1776","Mercer County Solid Waste Authority",1
"1777","Mercer Group International",1
"1778","Mercer Redemption Ctr",1
"1779","Merrell Bros. Inc",1
"1780","Metalpro, Inc.",1
"1781","Methvin Sanitation, Inc.",1
"1782","Metro Waste Authority",2
"1783","Metropolitan Transfer Station, Inc.",1
"1784","Miami County",2
"1785","Miami-Dade County",2
"1786","Michael Brothers Hauling & Recycling",1
"1787","Mid America Recycling",1
"1788","Mid Valley Disposal",2
"1789","Mid-Coast Solid Waste Corporation",1
"1790","Mid-Maine Solid Waste Association (MMSWA)",1
"1791","Mid-Maine Waste Action Corporation",1
"1792","Mid-Michigan Recycling, L.C.",1
"1793","Mid-Ohio Sanitation & Recycling LLC",1
"1794","Middle Georgia Regional Solid Waste Authority",1
"1795","Middlesex County",1
"1796","Middlesex County Utilities Authority",1
"1797","Middletown Carting C&D Processing Facility",1
"1798","Midland Davis Corporation",1
"1799","Midstate Recovery Systems LLC",1
"1800","Midwest Companies",1
"1801","Midwest Compost, LLC",1
"1802","Midwest Environmental Consulting",1
"1803","Midwest Fibre Sales Corporation",1
"1804","Midwest Material Manegement",2
"1805","Mifflin County Solid Waste Authority",2
"1806","Milby Sanitation",1
"1807","Millard County",1
"1808","Millennium Recycling Inc.",1
"1809","Miller County Solid Waste & Recycling",1
"1810","Miller Recycling Corporation",1
"1811","Mills Garbage Service",1
"1812","Mineral County",1
"1813","MinnKota Recycling",1
"1814","Minnesota Waste Processing Company",1
"1815","Minnkota Recycling",1
"1816","Mission Recycling",1
"1817","Mission Trail Waste Systems",1
"1818","Mississippi County RSWMB",1
"1819","Mitchell County",2
"1820","Miw Inc",1
"1821","Modoc County",1
"1822","Moffat County",1
"1823","Mohave County",1
"1824","Monadnock Disposal Service Inc.",1
"1825","Monadnock Disposal Services",1
"1826","Monmouth County",1
"1827","Mono County",2
"1828","Monona County Sanitary Landfill Agency",1
"1829","Monroe Concrete Products",1
"1830","Monroe County",3
"1831","Monroe's Rubbish Removal, Inc.",1
"1832","Montana Waste Systems, Inc.",1
"1833","Monterey City Disposal Service",1
"1834","Monterey County",1
"1835","Monterey County Regional Waste Management District",2
"1836","Montezuma County",1
