"","Owner Code","count"
"1023","Colquitt County",1
"1024","Colt Refining, Inc.",1
"1025","Columbia County",3
"1026","Columbia County Solid Waste",1
"1027","Columbus County",2
"1028","Colusa County",2
"1029","Commercial Paving & Recycling, Co., LLC (CPRC)",1
"1030","Commonwealth Environmental Systems LP",1
"1031","Community Entry Services",1
"1032","Community Recycling Center",1
"1033","Community Recycling Center of Morehead",1
"1034","Community Recycling Services",1
"1035","Community Waste Disposal L.P.",1
"1036","Community Waste Solutions",2
"1037","Con-Serv Industries, Inc.",1
"1038","Con-Strux LLC",1
"1039","Connecticut Waste Processing Materials, LLC",1
"1040","Consolidated Disposal Services, Inc.",1
"1041","Consolidated Landfill Ltd",1
"1042","Construction Demolition Recycling, Inc",1
"1043","Contractors Market",1
"1044","Contractors Recycling Service",1
"1045","Cook County",3
"1046","Cooper Tank & Welding Corporation",2
"1047","Coos County",1
"1048","Cortland County",2
"1049","Costilla County",2
"1050","Cottonwood County",1
"1051","Country Waste, Inc.",1
"1052","County Waste, LLC",1
"1053","Coweta County",1
"1054","Cowley County",1
"1055","Cowlitz County",1
"1056","Craighead County Solid Waste Disposal Authority",2
"1057","Craven County",1
"1058","Crawford County",3
"1059","Crisp County Solid Waste Management Authority",2
"1060","Crittenden County",1
"1061","Crook County",2
"1062","Cross County Recycling, Inc.",1
"1063","Crow Wing County",2
"1064","Crown Container Corp.",1
"1065","Crown Sanitation, Inc.",1
"1066","Cullman Environmental Waste",1
"1067","Culpeper County",1
"1068","Cumbaa Enterprises Inc",1
"1069","Cumberland County",2
"1070","Cumberland County Improvement Authority",1
"1071","Currituck County",1
"1072","Curry County",2
"1073","Custer - Fall River Regional Waste Management District",1
"1074","Custer County",2
"1075","Cycle Chem, Inc.",1
"1076","Cycle Systems Inc",1
"1077","D & J Enterprises, Inc.",1
"1078","D & S Waste Removal Inc",1
"1079","DANC/Solid Waste Management Authority",1
"1080","DCRA",1
"1081","DESWA",4
"1082","DJJ",1
"1083","DK Organics",1
"1084","DKL Holdings, Inc.",1
"1085","DM&J Waste, Inc",1
"1086","Daggett County",1
"1087","Dahl Disposal Service",1
"1088","Dallas County",2
"1089","Dalton Township",1
"1090","Dalton/Whitfield Regional Solid Waste Management Authority",3
"1091","Dane County",2
"1092","Dare County",1
"1093","Darlington County",1
"1094","Davidson County",1
"1095","Davie County",2
"1096","Daviess County",2
"1097","Daviess County Solid Waste Management District",1
"1098","Davis Sanitation",1
"1099","Dawson County",1
"1100","Day County",1
"1101","De Baca County",1
"1102","DeCostole Carting Inc",1
"1103","DeKalb County",2
"1104","DeSoto Parish Police Jury",1
"1105","Decatur County",2
"1106","Defiance County",1
"1107","Dekalb County",2
"1108","Del Norte Solid Waste Management Authority",2
"1109","Delaware County",2
"1110","Delaware County Solid Waste Authority",2
"1111","Delaware Valley Recycling, Inc.",1
"1112","Delta County",3
"1113","Dem-Con Companies",1
"1114","Des Moines County Regional Solid Waste Commission (RSWC)",1
"1115","Deschutes County",2
"1116","Desha County",1
"1117","Desoto County Environmental Services",1
"1118","Devens Recycling Center LLC.",1
"1119","Diamond K Waste Inc.",1
"1120","Dickenson County",1
"1121","Dickinson County",1
"1122","Dickson County",2
"1123","Dillon County",1
"1124","Dinwiddie County",1
"1125","Direct Disposal C&D Recycling",1
"1126","District 7",1
"1127","Diversified Services Recycling",1
"1128","Dodge County",1
"1129","Dolores County",1
"1130","Dona Ana County",1
"1131","Doniphan County",1
"1132","Door County",1
"1133","Dorchester County",2
"1134","Dot Lake Village Counsel",1
"1135","Dougherty County",1
"1136","Douglas County",3
"1137","Dover-Foxcroft Regional SW & Recycling Facility",1
"1138","Downum's Waste Services, Inc.",1
"1139","Drummond Sanitary District",1
"1140","DuPage County",1
"1141","Dubuque Metropolitan Area Solid Waste Agency",1
"1142","Duchesne County",1
"1143","Dunn Construction LLC",1
"1144","Dunn County",1
"1145","Duquesene Energy, Inc.",1
"1146","Durante Brothers Construction Corp.",1
"1147","Dutchess County Resource Recovery Agency",1
"1148","Duval County",1
"1149","E. L. Harvey & Sons, Inc.",2
"1150","EC Waste",1
"1151","ECM of Ridgely",1
"1152","ECO-C",1
"1153","ECP",1
"1154","EJE Recycling & Disposal",1
"1155","ELHAR",1
"1156","EPS",1
"1157","ESI",5
"1158","Eagle County",2
"1159","Eagle Enterprises Recycling Inc.",1
"1160","Eagle Management Services, Inc.",1
"1161","Eagle Waste and Recycling Inc.",1
"1162","East Central Solid Waste Commission",2
"1163","East Coast Railroad Services",1
"1164","East Coast Recycling, Inc. (ECR)",1
"1165","East Penn Sanitation Inc",1
"1166","Eastern Carolina Vocational Center",1
"1167","Eco-Tech, LLC",1
"1168","EcoMaine",2
"1169","Ecology Action of Texas",1
"1170","Ecospace Business Park, Inc",1
"1171","Eddy County",2
"1172","Eden Valley Solid Waste District",1
"1173","Edgecombe County",1
"1174","Edgefield County",1
"1175","Edwards County",1
"1176","Effingham County",1
"1177","El Paso C&D Recycling",1
"1178","Elbert County",1
"1179","Eldredge Inc",1
"1180","Electronic Salvage Industries, LLC",1
"1181","Elkhart County",1
"1182","Elliott Construction Company",1
"1183","Ellis County",2
"1184","Ellis Recycling Co",1
"1185","Elmore County",1
"1186","Emadco Disposal Service",1
"1187","Emanuel County",1
"1188","Emery County",1
"1189","Emil Norsic & Son, Inc.",1
"1190","Emmet County",1
"1191","Emmet County Council of Governments",1
"1192","Emterra Environmental USA",1
"1193","Environmental Alternatives, Inc.",2
"1194","Environmental Land Services",1
"1195","Environmental Operators, LLC",1
"1196","Environmental Options, Inc.",1
"1197","Environmental Transfer Systems Inc",1
"1198","Environmentally Conscious Recycling",1
"1199","Erie County",1
"1200","Escalante City",1
"1201","Escambia County Solid Waste Management",2
"1202","Esmeralda County",1
"1203","Estancia Valley Solid Waste Authority",2
"1204","Eureka County",1
"1205","Evergreen Disposal Service Inc",1
"1206","Exceptional Foresters Inc",1
"1207","F.C. Hammond & Son Lumber Co., Inc.",1
"1208","FSR Hauling & Recycling",1
"1209","Faherty Inc",1
"1210","Fairbanks North Star Borough",1
"1211","Fairfax County",2
"1212","Fallon County",1
"1213","Fauquier County",1
"1214","Fayette County",2
"1215","Fayette County Commission",1
"1216","Faztec Industries",1
"1217","Fentress County",1
"1218","Ferry County",1
"1219","Fillmore County",1
"1220","Finne Brothers Refuse Systems, Inc",1
"1221","First Piedmont Corporation",2
"1222","First Step Recycling",1
"1223","Fishers Island Waste Management Tax District (FIWM)",1
"1224","Five Star Carting, Inc.",3
"1225","Flathead County",1
"1226","Florida Department of Corrections",1
"1227","Floyd County",2
"1228","Floyd-Mitchell-Chickasaw Solid Waste Mgmt Agency",1
"1229","Fluvanna County",1
"1230","Ford County",1
"1231","Formica Construction, Inc.",1
"1232","Forsyth County",1
"1233","Fort Clark Springs Association",1
"1234","Four Corners Recycling",1
"1235","Franklin County",2
"1236","Franklin County Solid Waste Management Authority",2
"1237","Frederick County",1
"1238","Freehold Cartage Inc",1
"1239","Freeway Transfer, Inc.",1
"1240","Fremont County",2
"1241","Fremont County Solid Waste District",2
"1242","Fresno County",2
"1243","Friedman Recycling Company",1
"1244","Fruitland Township",1
"1245","Fruitridge Road Land Company",1
"1246","Fulton County",4
"1247","Fultz and Son Hauling Inc",1
"1248","G. Mello Disposal Corp.",1
"1249","GEL Corporation",1
"1250","GFL",8
"1251","GRNGR",4
"1252","Gadsden County",1
"1253","Gaeta Interior Demolition, Inc.",1
"1254","Gaeta Recycling Co., Inc",1
"1255","Gallatin County",2
"1256","Gallia County",1
"1257","Gallia/Jackson/Meigs/Vinton Solid Waste Management District",1
"1258","Galveston County",1
"1259","Garden Isle Disposal",1
"1260","Garfield County",2
"1261","Garland County",1
"1262","Garner State Park",1
"1263","Garner Tire Company MRF",1
"1264","Garrett County",1
"1265","Garrison Disposal Company",1
"1266","Gary's Service",1
"1267","Gaston County",1
"1268","Gateway Products Recycling Inc.",1
"1269","Gateway Resource Recovery Inc",1
"1270","Geary County",1
"1271","Gem County",1
"1272","Generated Materials Recovery, LLC",1
"1273","Genesee Waste Services Inc.",1
"1274","GeoSource",1
"1275","Georgetown County",1
"1276","Georgia Shingle Recyclers, LLC",1
"1277","Gershow Recycling Corp.",2
"1278","Get Rid of It By Recycling Inc",1
"1279","Geving Sanitation",1
"1280","Gila County",1
"1281","Gilchrist County",1
"1282","Giles County Public Service Authority",1
"1283","Gilmer County",1
"1284","Gilpin County",1
"1285","Gilton Resource Recovery Facility, Inc.",1
"1286","Giordano Recycling Corp.",1
"1287","Glades County",1
"1288","Glasscock County",1
"1289","Glenn County",1
"1290","Global Container Terminals Inc.",1
"1291","Gloucester County",1
"1292","Gloucester County Improvement Authority",1
"1293","Gogebic Range Solid Waste Management Authority",1
"1294","Going Garbage & Recycling Inc.",1
"1295","Golden Triangle Regional SWMA",1
"1296","Golden Valley Environmental LLC",1
"1297","Goochland County",1
"1298","Gooding County",1
"1299","Goodwin Septic Services",1
"1300","Gordon County",1
"1301","Gove County",1
"1302","Grace Pacific Corp.",1
"1303","Graham County",1
"1304","Grand County",1
"1305","Granite County Solid Waste District",1
"1306","Grant County",2
"1307","Grant Parish Police Jury",1
"1308","Granville County",1
"1309","Gray County",1
"1310","Great American Disposal Inc",3
"1311","Great River Regional Waste Authority (GRRWA)",3
"1312","Greater Lebanon Refuse Authority",1
"1313","Greater New Bedford Regional Refuse Mgmt District",1
"1314","Greeley County",1
"1315","Green County",1
"1316","Green Day Waste & Recycling",1
"1317","Green Group Holdings, LLC",1
"1318","Green Sky Industries",1
"1319","GreenWay Recycling Services, LLC",1
"1320","Greenbrier County",2
"1321","Greenburgh Township",1
"1322","Greene County",3
"1323","Greenlee County",2
"1324","Greensville County",1
"1325","Greentree Solid Waste Authority",1
"1326","Greenville County",2
"1327","Greenwood County",2
"1328","Gregory County",1
"1329","Griffin Brothers Companies",1
"1330","Grover's Stump Dump",1
"1331","Grundy County",1
"1332","Gueligs Waste Removal & Demolition Llc",1
"1333","Gunnison County",1
"1334","Guthrie County",1
"1335","H & H Recycling",1
"1336","H.A.M. Sanitary Landfill, Inc.",1
"1337","Habersham County",1
"1338","Hainesport Industrial Railroad, LLC.",1
"1339","Halifax County",1
"1340","Hall County",1
"1341","Hamilton County",2
"1342","Hamm Waste Services",1
"1343","Hancock County",1
"1344","Handle Safe Systems LLC",1
"1345","Hanover County",1
"1346","Haralson County",1
"1347","Hardee County",1
"1348","Hardeman County",1
"1349","Hardin County",2
"1350","Harford County",1
"1351","Harnett County",2
"1352","Harney County",1
"1353","Harper County",2
"1354","Harris Containers",1
"1355","Harris County",1
"1356","Harrison County Landfill Commission",2
"1357","Harrison Industries",1
"1358","Hart County",1
"1359","Harter's Trash & Recycling, Inc",1
"1360","Hartley County",1
"1361","Harvey County",2
"1362","Haskell County",1
"1363","Hawaii County",2
"1364","Hays County",1
"1365","Haywood County",4
"1366","Henderson County",2
"1367","Henderson Recycling",1
"1368","Hendry County",1
"1369","Hennepin County",2
"1370","Henrico County",1
"1371","Henry County",2
"1372","Herb Holden Trucking Inc",1
"1373","Hermann Brothers / Evergreen Fibre",1
"1374","Hernando County",3
"1375","Hertford County",1
"1376","Hi-Tech Resource Recovery",1
"1377","Hiawatha Shores",1
"1378","Hickman County",1
"1379","Hidalgo County",2
"1380","High Country Joint Powers Board LF",1
"1381","High Plains Recyclers",1
"1382","Highland County",1
"1383","Highlands County",1
"1384","Hill County",1
"1385","Hill Sand Company Inc",1
"1386","Hillsborough County Solid Waste",2
"1387","Hilltopper Refuse & Recycling Service, Inc.",1
"1388","Hinkle Holding Company, LLC",1
"1389","Hinsdale County",1
"1390","Hodgdon Brothers & Sons Inc",1
"1391","Hodgeman County",1
"1392","Hoffman Construction Co Inc",1
"1393","Hoke County",1
"1394","Holdorff's Recycling Ctr",1
"1395","Homewood Disposal",2
"1396","Honolulu Recovery Systems",1
"1397","Hood River County",1
"1398","Hopkinsville Solid Waste Authority",2
"1399","Horry County Solid Waste Authority",2
"1400","Hot Spring County Solid Waste Authority",1
"1401","Houghton County",1
"1402","Housatonic Resources Recovery Authority",1
"1403","Houston County",2
"1404","Howard County",1
"1405","Howard Disposal",1
"1406","Hubbard Brothers, Inc.",1
"1407","Hubbard County",3
"1408","Hubbard Sand & Gravel Corp",1
"1409","Hudspeth County",1
"1410","Huerfano County",1
"1411","Hull-Daisetta Landfill",1
"1412","Humbert Refuse & Recycling",1
"1413","Humboldt County",1
"1414","Humboldt Sanitation Co Inc",1
"1415","Humboldt Waste Management Authority",1
"1416","Humpf Sanitation & Trucking",1
"1417","Hunterdon County Utilities Authority",1
"1418","Huntsville Solid Waste Disposal Authority",1
"1419","Huron County",1
"1420","Hutchinson County",1
"1421","IP",1
"1422","Idaho Recycling",1
"1423","Idaho Waste Systems Inc",1
"1424","Ideal Refuse Removal",1
"1425","Imperial County",1
"1426","Importico's Inc.",1
"1427","Independent Recycling Services, Inc.",1
"1428","Indian River County Solid Waste Disposal District",1
"1429","Indiana Waste Service",1
"1430","Industrial R & R of Hanover Inc",1
"1431","Inner Plant Systems, Inc",1
"1432","Interlocal Solid Waste Authority (ISWA)",1
"1433","Intermountain Regional Landfill",1
"1434","International Paper",1
"1435","Interstate Disposal",1
"1436","Interstate Plastic Inc",1
"1437","Interstate Recycling",1
"1438","Inyo County Integrated Waste Management",2
"1439","Iowa County",1
"1440","Iowa Waste Systems, Inc.",1
"1441","Iredell County",2
"1442","Iron County",1
"1443","Isabella County Recycling Center",1
"1444","Island County",2
"1445","Island Demo",1
"1446","Island Recycling",1
"1447","Itasca County",1
"1448","J Bruno & Sons Inc",1
"1449","J D Refuse Service",1
"1450","J Fons Company Inc",1
"1451","J. Manzo Recycling Co., LLC",1
"1452","J. Pyskaty Disposal, Inc.",1
"1453","J. Schwartz Motor Transportation",1
"1454","J. Vinch & Sons, Inc.",1
"1455","J.C. Fibers Rochester, Inc.",1
"1456","JKS Ventures, Inc.",1
"1457","JMW Companies",1
"1458","JPMAS",4
"1459","JWJ Industries, Inc.",1
"1460","Jackson County",3
"1461","Jackson Fibers",1
"1462","Jackson Parish Police Jury",1
"1463","Jackson Township",1
"1464","James City County",1
"1465","James G. Grant Company",1
"1466","James Wolfe Contracting Inc",1
"1467","Jasper County",1
"1468","Jax Recycling Inc",1
"1469","Jeff Davis County",1
"1470","Jefferson County",3
"1471","Jefferson County Solid Waste Authority",1
"1472","Jefferson County Solid Waste District",1
"1473","Jefferson Davis County",1
"1474","Jefferson Davis Parish",1
"1475","Jefferson Parish",2
"1476","Jeffrey A. Simpson, Inc.",1
"1477","Jendro Sanitation Services, Inc.",1
"1478","Jenkins County",1
"1479","Jerome County",1
"1480","Jet Paper Stock Corp.",1
"1481","Jewell County",1
"1482","Jim Hogg County",2
"1483","Jo-com Trucking, Inc.",1
"1484","John Danna & Sons Inc",1
"1485","John L Hardin",1
"1486","John Rock & Co., Inc.",1
"1487","John Savoy Enterprises",1
"1488","John's Disposal",1
"1489","Johnson County",3
"1490","Johnston County",1
"1491","Jones County",1
"1492","Joseph J. Brunner, Inc.",2
"1493","Josephine County",2
"1494","Juab Rural Development Agency",1
"1495","Juneau County",1
"1496","Justus Recycling Corp",1
"1497","K B Parts Inc",1
"1498","KaMaR Recycling",1
"1499","Kaho Co",1
"1500","Kahut Waste Services, LLC",2
"1501","Kanawha County Solid Waste Authority",1
"1502","Kandiyohi County",2
"1503","Kane County",1
"1504","Karl Frederick rudolph TS",1
"1505","Kauai County",1
"1506","Kearny County",1
"1507","Kenai Peninsula Borough",2
"1508","Kendallville Iron & Metal Inc.",1
"1509","Kent County",3
"1510","Kern County",2
"1511","Kewaunee County",1
"1512","Key West Transfer Station",1
"1513","Keystone Sanitary Landfill Inc",1
"1514","Kid's Waterfront Corp.",1
"1515","Kieffer Sanitation",1
"1516","Kilbarger Construction Inc",1
"1517","Kimble Companies",3
"1518","King County",2
"1519","King George County",1
"1520","Kingdom Projects Inc",1
"1521","Kings Waste and Recycling Authority",1
"1522","Kiowa County",1
"1523","Kirkwood Meadows PUD",1
"1524","Kit Carson County",2
"1525","Kitsap County",1
"1526","Kittitas County",2
"1527","Klamath County",3
"1528","Klickitat County",1
"1529","Knox County",2
"1530","Koochiching County",1
"1531","Kootenai County",2
"1532","L & J Waste Recycling",1
"1533","L P Gill Inc",1
"1534","LCM Corporation",1
"1535","LT Disposal Inc & Centerpoint Transfer Station",1
"1536","La Crosse County",2
"1537","La Paz County",2
"1538","La Plata County",1
"1539","LaMela Sanitation",1
"1540","LaRue Sanitary Service",1
"1541","LaSalle Parish Police Jury",1
"1542","Lackawanna County",1
"1543","Lafayette County",2
"1544","Lake Area Disposal Service Inc.",1
"1545","Lake County",3
"1546","Lake View Plantation",1
"1547","Lake of the Woods County",2
"1548","Lamar County Regional Solid Waste Authority",1
"1549","Lamoille Regional Solid Waste Management District",1
"1550","Lancaster County Solid Waste Management Authority",2
"1551","Land & Lakes Company",2
"1552","Lander County",1
"1553","Landfill LLC",1
"1554","Landfill Reduction & Recycling",1
"1555","Landfill of North Iowa SW Agency",1
"1556","Landfills, Inc.",1
"1557","Lane County",2
"1558","Lang EnviroVentures",1
"1559","Laramie County",1
"1560","Larimer County",3
"1561","Larrys Topcat",1
"1562","Lassen Regional Solid Waste Authority",2
"1563","Latah County",2
"1564","Latah Sanitation, Inc.",1
"1565","Lauderdale County",1
"1566","Laurens County",2
"1567","Lautenbach Recycling",1
"1568","Lawrence County Solid Waste Management District",1
"1569","Le Flore County Solid Waste",1
"1570","Lea County Solid Waste Authority",2
"1571","Leach's Custom Trash Service",1
"1572","Leake County",1
"1573","Leavenworth County",1
"1574","Lee County",1
"1575","Lee County Solid Waste",2
"1576","Leflore County",1
"1577","Lemcor, Inc.",1
"1578","Lemhi County",1
"1579","Lenoir County",1
"1580","Lenox Valley Waste Transfer Facility",1
"1581","Leon County",1
"1582","Leslie County",1
"1583","Letcher County",1
"1584","Levy County",2
"1585","Lewis & Clark County",1
"1586","Lewis & Clark Recyclers, Inc.",1
"1587","Lewis County",2
"1588","Lewsitown Disposal",2
"1589","Lexington Area Solid Waste Agency",2
"1590","Lexington County",1
"1591","Lexington-Fayette Urban County Government",1
"1592","Liberty Ashes, Inc.",1
"1593","Liberty County",1
"1594","Liberty County Solid Waste Authority",1
"1595","Liberty Environmentalists, Inc.",1
"1596","Lighting Recyclers, Inc.",1
"1597","Lincoln County",3
"1598","Lincoln County Solid Waste District",1
"1599","Linn County",1
"1600","Liotta & Sons, Inc.",1
"1601","Liquid Environmental Solutions Corp.",1
"1602","Little River County",1
"1603","Livonia, Avon and Lakeville Railroad",1
"1604","Llano Recycling Opportunities",1
"1605","Lockport Recycling",1
"1606","Logan County",1
"1607","Lonoke County",1
"1608","Los Alamos County",2
"1609","Los Angeles County Department of Public Works",1
"1610","Los Angeles County Sanitation Districts",3
"1611","Loudon County",2
"1612","Loudoun County",1
"1613","Louisa County",2
"1614","Louisa County Conservation Board",1
"1615","Loup Central Landfill Association",2
"1616","Love's Transfer Station LLC",1
"1617","Lowndes County",1
"1618","Lumpkin County",1
"1619","Lycoming County Resource Management Services",3
"1620","Lyon County",2
"1621","MARCK Industries, Inc.",2
"1622","MEEPA",1
"1623","MIC",22
"1624","MIDD-West Industries",1
"1625","MOASWM Authority Resource Recovery",1
"1626","MOD",4
"1627","MRDN",2
"1628","MXI Environmental Services",1
"1629","Macon County",2
"1630","Macon-Bibb Solid Waste Department",1
"1631","Madera County Resource Management Agency",3
"1632","Madison County",3
"1633","Madison County Recycling Center",1
"1634","Maggio Environmental Services",2
"1635","Magic Valley Recycling",1
"1636","Maharg's Trash Service",1
"1637","Mahaska County Solid Waste Management Commission",1
"1638","Mahopac Septic",1
"1639","Malheur County",2
"1640","Malta Class II Landfill",1
"1641","Manatee County",1
"1642","Manchester Recycling Corp",1
"1643","Manistique/Slining Company",1
"1644","Mannkota Recycling",1
"1645","Marathon County",1
"1646","Maricopa County",1
"1647","Marine Rigging Ltd., Inc.",1
"1648","Marinette County",1
"1649","Marion County",4
"1650","Marion County Solid Waste Department",1
"1651","Mariposa County",2
"1652","Mark Wright Construction & Disposal",1
"1653","Marpan Recycling",1
"1654","Marquette County Solid Waste Management Authority",2
"1655","Marshall & Kittson County",1
"1656","Marshall County",2
"1657","Marshall County Solid Waste Management Commission",1
"1658","Martha's Vineyard Regional Refuse District",1
"1659","Martin County",1
"1660","Maryland Environmental Service",2
"1661","Mason City Recycling Center",1
"1662","Mason County",2
"1663","Master Fibers, Inc",1
"1664","Master Recycling, Inc.",1
"1665","Matagorda County",1
"1666","Matanuska-Susitna Borough",2
"1667","Material Recovery and Transfer LLC",1
"1668","Mattera Enterprises Recycling",1
"1669","Maui County",3
"1670","Maury County",1
"1671","Mayfield Carting Service",1
"1672","Mazza & Sons Inc",1
"1673","McCurtain County",2
"1674","McDowell County",1
"1675","McDuffie County",1
"1676","McGregor Transfer Station",1
"1677","McIntosh County",1
"1678","McKenzie County",1
"1679","McMinn County",1
"1680","McMullen County",1
"1681","McPherson Area Solid Waste Utility",2
"1682","Mckinley County",1
"1683","Mckinley Fiber Company",1
"1684","Meagher County",1
"1685","Mecklenburg County",3
"1686","Medina County",2
"1687","Meeker County",1
"1688","Meigs County",1
"1689","Melrose Township",1
"1690","Mendocino Solid Waste Management Authority",1
"1691","Merced County",1
"1692","Mercer County",2
"1693","Mercer County Improvement Authority",1
"1694","Mercer County Solid Waste Authority",1
"1695","Mercer Group International",1
"1696","Merrell Bros. Inc",1
"1697","Mesa County",2
"1698","Metalpro, Inc.",1
"1699","Methvin Sanitation, Inc.",2
"1700","Metro Nashville Government",1
"1701","Metro Regional Government",2
"1702","Metro Waste Authority",2
"1703","Metropolitan Paper Recycling, Inc",1
"1704","Metropolitan Transfer Station, Inc.",1
"1705","Miami County",2
"1706","Miami-Dade County Solid Waste Management",3
"1707","Michael Brothers Hauling & Recycling",1
"1708","Mid America Recycling",1
"1709","Mid Valley Disposal",2
"1710","Mid-Coast Solid Waste Corporation",1
"1711","Mid-Maine Waste Action Corporation",1
"1712","Mid-Michigan Recycling, L.C.",1
"1713","Mid-State Waste",1
"1714","Mid-Valley Garbage & Recycling Association",1
"1715","Middle Bass Island Transfer Station",1
"1716","Middlesex County Utilities Authority",1
"1717","Midland Davis Corporation",1
"1718","Midwest Companies",1
"1719","Midwest Compost, LLC",1
"1720","Midwest Material Manegement",1
"1721","Mifflin County Solid Waste Authority",2
"1722","Milby Sanitation",1
"1723","Millard County",1
"1724","Miller County",1
"1725","Mills Garbage Service",1
"1726","Mineral County",1
"1727","Minidoka County",1
"1728","MinnKota Recycling",1
"1729","Minnesota Waste Processing Company",1
"1730","Mission Recycling",1
"1731","Mission Trail Waste Systems",1
"1732","Mississippi County RSWMB",1
"1733","Mitchell County",2
"1734","Miw Inc",1
"1735","Modoc County",1
"1736","Mohave County",1
"1737","Mojave Desert & Mountain JPA",1
"1738","Monadnock Disposal Service Inc.",1
"1739","Monmouth County",2
"1740","Mono County",2
"1741","Monona County Sanitary Landfill Agency",1
"1742","Monroe County",4
"1743","Monterey City Disposal Service",1
"1744","Monterey County",1
"1745","Monterey County Regional Waste Management District",2
"1746","Montezuma County",1
"1747","Montgomery County",4
"1748","Montgomery County Solid Waste District",1
"1749","Montgomery Regional Solid Waste Authority",1
"1750","Montgomery Trucking Inc",1
"1751","Montgomery/Otsego/Schoharie SWM Auth (MOSA)",1
"1752","Montmorency-Oscoda-Alpena Counties",1
"1753","Montrose County",2
"1754","Moore Brothers",1
"1755","Morbark, Inc.",1
"1756","Morgan County",2
"1757","Moring Disposal, Inc.",1
"1758","Morrice Transfer Station",1
"1759","Morris County",1
"1760","Morris County Municipal Utilities Authority",2
"1761","Morrison County",1
"1762","Morrison's Recycling, Inc.",1
"1763","Morrow County",1
"1764","Morton County",1
"1765","Mother Earth Waste Management Inc",1
"1766","Mound City",1
"1767","Mount Laurel Township",1
"1768","Mountain Man Scrap and Salvage",1
"1769","Mr K's Garden & Material Center Transfer Station",1
"1770","Multiple Community Services Authority",1
"1771","Muncie Sanitary District",1
"1772","Municipality of Anchorage",2
"1773","Murphy Rubbish",1
"1774","Murray County",2
"1775","Muskegon County",2
"1776","Mussellshell County Refuse District",1
"1777","NADL Enterprises, Inc.",1
"1778","NORCA",9
"1779","NRES",1
"1780","NRWS",8
"1781","NW Resources Recycling, Inc.",1
"1782","NYDOS",2
"1783","Natchitoches Parish",1
"1784","National Grid-Clean Energy",1
"1785","National Recycling Corp",1
"1786","National Transfer Inc",1
"1787","National Waste Management, Inc.",1
"1788","National Waste Services, LLC",1
"1789","Natural Resources Recovery, Inc.",1
"1790","Naughton & Son Recycling, LLC",1
"1791","Nelson County",2
"1792","Nelson Refining Systems",1
"1793","Nemaha County",1
"1794","Neosho County",1
"1795","Neshoba County",1
"1796","Ness County",1
"1797","Nevada County",1
"1798","Nevada County Solid Waste Management Authority",3
"1799","New England Recycling Company, Inc.",1
"1800","New Hanover County",1
"1801","New Haven Solid Waste and Recycling Authority (NHSWRA)",1
"1802","New Jersey Meadowlands Commission",1
"1803","New Page Corporation",1
"1804","New River Resource Authority (NRRA)",1
"1805","New River Solid Waste Association",2
"1806","New River Tire Recycling",1
"1807","New Style Recycling Corp",1
"1808","New York Recycling LLC",1
"1809","Newberry County",1
"1810","Newberry Transfer Station",1
"1811","Newton County",2
"1812","Nicholas County Solid Waste Authority",1
"1813","Nooksack Valley Disposal Company",1
"1814","Nordstrom's Sanitation Service",1
"1815","Norman County",1
"1816","North American Recycling",1
"1817","North Carolina State University",1
"1818","North Central Iowa Regional Solid Waste Agency",2
"1819","North Central Solid Waste Authority",1
"1820","North Fork Sanitation, Inc.",1
"1821","North Idaho Recycling",1
"1822","North Lincoln Sanitary Service",1
"1823","North Pointe Solid Waste Special Service District",1
"1824","North Schuylkill Landfill Assoc",1
"1825","North Slope Borough",1
"1826","North Texas Municipal Water District",2
"1827","Northampton County",1
"1828","Northeast Arkansas RSWMB",1
"1829","Northeast Indiana Solid Waste Management District",2
"1830","Northeast Kingdom Waste Management District",2
"1831","Northeast Nebraska Solid Waste Coalition (NNSWC)",2
"1832","Northern Colorado Disposal",1
"1833","Northern Montana Joint Refuse Disposal District",1
"1834","Northern Oxford Regional Solid Waste Board",1
"1835","Northern Plains Regional Landfill",1
"1836","Northern Tier Solid Waste Authority",3
"1837","Northside Carting",1
"1838","Northwest Iowa Area Solid Waste Agency",1
"1839","Northwest NM Regional Waste Authority",2
"1840","Northwest Recycling LLC",1
"1841","Northwest South Dakota Regional Landfill",1
"1842","Northwest Vermont Solid Waste Management District",1
"1843","Norton County Landfill",1
"1844","Norwalk Industries General Partners",1
"1845","Nottoway County",1
"1846","Nye County",2
"1847","OMNI Recycling of Westbury, Inc.",2
"1848","Ocean County",2
"1849","Oceana County",1
"1850","Oconee County",1
"1851","Office Paper Systems, Inc.",1
"1852","Okaloosa County",2
"1853","Okanogan County",2
"1854","Oklahoma Dept of Corrections",1
"1855","Oklahoma Environmental",2
"1856","Olmsted County",2
"1857","Omega Waste Management, Inc",1
"1858","Omni Recycling Inc",1
"1859","Oneida County Solid Waste Department",1
"1860","Oneida Herkimer Solid Waste Authority",2
"1861","Onondaga County Resource Recovery Agency",2
"1862","Onslow County",2
"1863","Ontario County",2
"1864","Ontario Sanitary Service",1
"1865","Orange County",3
"1866","Orange County Integrated Waste Management Department",1
"1867","Orange Grove Recycling Center",1
"1868","Orangeburg County",2
"1869","Orlando Recycling Inc",1
"1870","Osage County",1
"1871","Osborne County",1
"1872","Osceola Development LLC",1
"1873","Oswego County",3
"1874","Otero County",2
"1875","Otsego County",1
"1876","Otter Recycling Center",1
"1877","Otter Tail County",3
